over,win_probability,over_info,forecast
1.0,CSK 51%,RCB 7/0,Live Forecast: RCB 171
2.0,RCB 50.12%,RCB 16/0,Live Forecast: RCB 172
3.0,RCB 61.16%,RCB 33/0,Live Forecast: RCB 182
4.0,RCB 64.31%,RCB 37/0,Live Forecast: RCB 185
5.0,CSK 51%,RCB 41/2,Live Forecast: RCB 171
6.0,CSK 66.06%,RCB 42/3,Live Forecast: RCB 157
7.0,CSK 67.05%,RCB 48/3,Live Forecast: RCB 156
8.0,CSK 66.06%,RCB 55/3,Live Forecast: RCB 157
9.0,CSK 61.96%,RCB 63/3,Live Forecast: RCB 161
10.0,RCB 60.09%,RCB 75/3,Live Forecast: RCB 181
11.0,CSK 53.24%,RCB 76/3,Live Forecast: RCB 169
12.0,CSK 69.93%,RCB 79/5,Live Forecast: RCB 153
13.0,CSK 76.82%,RCB 83/5,Live Forecast: RCB 145
14.0,CSK 77.59%,RCB 90/5,Live Forecast: RCB 144
15.0,CSK 73.52%,RCB 102/5,Live Forecast: RCB 149
16.0,CSK 65.06%,RCB 116/5,Live Forecast: RCB 158
17.0,CSK 67.05%,RCB 123/5,Live Forecast: RCB 156
18.0,RCB 50.12%,RCB 148/5,Live Forecast: RCB 172
19.0,RCB 55.71%,RCB 164/5,Live Forecast: RCB 177
20.0,RCB 51.24%,RCB 173/6,Live Forecast: RCB 173
1.0,CSK 51.6%,CSK 8/0,CSK needed 166 runs from 114 balls
2.0,RCB 51.36%,CSK 13/0,CSK needed 161 runs from 108 balls
3.0,CSK 58.6%,CSK 28/0,CSK needed 146 runs from 102 balls
4.0,CSK 60.62%,CSK 38/1,CSK needed 136 runs from 96 balls
5.0,CSK 71.17%,CSK 49/1,CSK needed 125 runs from 90 balls
6.0,CSK 78.48%,CSK 62/1,CSK needed 112 runs from 84 balls
7.0,CSK 75.72%,CSK 71/2,CSK needed 103 runs from 78 balls
8.0,CSK 66.45%,CSK 73/2,CSK needed 101 runs from 72 balls
9.0,CSK 84.09%,CSK 88/2,CSK needed 86 runs from 66 balls
10.0,CSK 77.72%,CSK 92/2,CSK needed 82 runs from 60 balls
11.0,CSK 81.43%,CSK 102/3,CSK needed 72 runs from 54 balls
12.0,CSK 77.59%,CSK 109/3,CSK needed 65 runs from 48 balls
13.0,CSK 69.26%,CSK 114/4,CSK needed 60 runs from 42 balls
14.0,CSK 69.71%,CSK 121/4,CSK needed 53 runs from 36 balls
15.0,CSK 66.89%,CSK 128/4,CSK needed 46 runs from 30 balls
16.0,CSK 84.95%,CSK 140/4,CSK needed 34 runs from 24 balls
17.0,CSK 97.82%,CSK 156/4,CSK needed 18 runs from 18 balls
18.0,CSK 98.86%,CSK 164/4,CSK needed 10 runs from 12 balls
19.0,CSK 100%,CSK 176/4,CSK won by 6 wickets (with 8 balls remaining)
